account_id,state,type,balance,created_date,account_users,account_tier
3e54b5d3-93cd-44cd-8ae4-880f0dd70697,Nevada,FIN015,314435,4/21/2023,5,employee
9377a763-a283-4ca8-99b0-d06038be15f7,West Virginia,INV025,1323019,8/25/2022,2,employee
84c7e633-faef-4ca6-b040-251a7a18d9eb,Georgia,INS04,840476,10/1/2022,5,gold
fe236332-79e3-43e3-8e9b-91a82a46398d,Pennsylvania,INV022,374050,1/6/2022,5,silver
eb74ab57-65e8-4e3a-bbef-e57460b7734f,New York,INS04,1138567,11/11/2022,10,silver
06587032-81fe-4011-8b2c-21feb27efafc,South Dakota,FIN013,471947,1/10/2022,10,employee
3cbadeec-3e68-4d89-ac39-d96093d305a1,District of Columbia,INS05,1371078,1/2/2023,10,gold
d6d898a4-93e8-42c8-8fcb-a6b0ded70a15,District of Columbia,FIN017,792900,9/20/2022,9,bronze
a42d76de-0301-42a8-81f3-ac5a1ccee153,Pennsylvania,INS03,417844,6/6/2022,4,employee
c102db30-9c07-413b-ac9c-915957e8a121,Alabama,INV022,975482,2/12/2023,9,platinum
4ab16856-d09f-4db9-8787-6b733b40a4bd,New York,INV022,1333484,8/16/2022,3,employee
dcd28fb1-ecc5-4cea-8770-d71a77268323,Florida,FIN013,406626,6/5/2023,1,gold
16babe13-b04b-429b-ac64-337b10af57bc,Minnesota,INV025,578155,5/3/2023,6,gold
879b08c2-796a-4092-b987-c234cd13b921,Maryland,FIN016,1408459,5/27/2022,4,employee
de325625-d86a-414a-9482-cf08c283b6aa,California,INV023,1278840,7/15/2023,5,bronze
e206aee5-6898-45ef-a90d-25468d4ac6ec,Georgia,INS04,430480,5/13/2022,9,silver
e1113b43-72f7-4071-ba18-6e59e74761bb,New York,FIN019,6422,11/7/2022,4,platinum
b0631125-6784-45a1-abc4-b08c35353a95,Florida,INS04,532770,8/26/2023,5,gold
2033ac1f-3095-4b55-bf8d-770cbc4a73b4,Wisconsin,FIN016,1482764,2/7/2022,10,silver
f10f36ee-f304-447f-971f-32384a1b3b84,Virginia,FIN015,1105389,1/10/2022,5,silver
dfd4b130-3646-4739-b199-9bb097ce112b,Florida,INS09,1130818,5/18/2023,1,silver
68de47bb-8630-4ad6-ace3-d9041909d267,South Carolina,INS010,544610,5/12/2022,1,gold
33a0a8fb-150e-4a1c-902e-c583a5160ca4,Kentucky,INV020,1084215,6/2/2022,1,employee
1c5eef49-1a1f-4b43-993d-608ac64cdf2f,Ohio,INS04,17531,7/3/2023,10,gold
0f83b8a4-09db-4890-b89c-a34c4a8422f4,Kentucky,FIN015,1276846,1/24/2022,9,employee
1ad908e8-4e07-4785-9d18-d5d322df18db,Connecticut,FIN015,1003047,7/23/2023,1,silver
aab2407f-70c8-4fde-8722-2949822d7f8f,Texas,FIN016,111709,5/21/2022,6,bronze
f7ad0f2a-e28d-4308-a90f-ec8b49759344,Florida,INS04,5689,4/16/2022,2,gold
f936bb04-e683-4d70-81f4-aa4e77a790d9,Florida,INS08,746374,7/14/2022,2,employee
19cd994e-e6a7-4aff-809b-4f71244af07b,Oklahoma,INS08,2832,8/20/2023,9,silver
ef4d27d9-ede5-44f8-8f7e-7e99ed467a18,Ohio,FIN019,862422,3/21/2022,5,gold
71464ff8-2e0d-4fa8-a599-e347dd0be2fe,New Jersey,INV021,1001563,7/10/2022,9,bronze
32978068-85cf-44d4-b8ed-e5e8219ea79e,California,FIN015,1015009,2/25/2023,8,employee
a84c7c25-a066-4479-b59a-309d6d2b8474,Indiana,INS03,715665,9/2/2022,3,gold
c10a4fba-f7c1-4861-9265-420e434d51ac,Texas,INS09,150350,5/13/2023,7,bronze
d35b599b-6885-43f3-a560-45f0aed3a601,Texas,INS09,818203,5/28/2023,5,bronze
6ff2c760-8818-4e74-95cf-6e5027bb8f3b,Alabama,INV023,253005,11/13/2022,2,silver
c39e172b-e288-40de-b46b-49a6c9178d82,Texas,INS04,246011,7/25/2022,5,silver
45e9c335-7b52-43a5-8c7a-1dec2bacdfc2,Pennsylvania,INS011,256241,3/28/2023,3,platinum
1337bbf2-bfec-41dc-b409-e1c7c58c4d42,Arizona,FIN013,415556,5/24/2022,1,silver
c709b653-4428-4498-aed8-97f404f0ef75,Georgia,INS06,1471231,11/24/2022,7,platinum
4aae0c63-ef86-490c-a34e-aa97551e185f,California,FIN017,46816,7/13/2023,2,gold
3876c816-fc10-413b-8258-6b42f1737ad2,Florida,FIN014,1139760,2/26/2023,8,employee
b23d582b-0a33-40f1-be5f-63569b5beb5d,West Virginia,FIN018,389387,5/15/2022,5,bronze
3eb477ef-ed67-4dd2-afd4-24a6114038cc,Ohio,INS03,682028,7/19/2022,9,employee
fd778515-e9a9-4ce1-906d-adc3fc3bb38e,Washington,INS08,850808,3/29/2023,2,employee
252bd36b-a88e-4ec9-ac46-dea8fb4f2b85,New York,INS010,604759,5/19/2022,7,platinum
0da282ca-1817-4309-a708-febd3f303e84,Missouri,INS011,644207,5/18/2022,10,silver
e77dbcea-0a8d-4a07-bd96-e07f7a8b16be,Texas,INS04,1172369,7/7/2022,4,silver
7756b7f7-8612-4bc4-9c66-e8594eb19185,Georgia,INS012,1328527,2/28/2022,7,silver
ae60770f-69bb-4e8d-ad12-6473a7ddeedf,District of Columbia,INV020,957656,6/12/2023,5,platinum
b0fc7fbe-5801-46a7-9878-6295ce2a2fc9,Texas,FIN015,1395941,5/13/2022,9,gold
ebf5100d-865d-4573-96a2-c0920c5e0ba1,Massachusetts,INS05,1226200,1/20/2022,1,employee
acedebc5-c3c8-4ed8-bf75-66af1f7c391c,Texas,INS06,227863,3/20/2023,2,platinum
acc7bd23-c436-4228-a49a-9fb1f6357c32,District of Columbia,INS05,1166365,1/6/2022,2,gold
a3747eb7-2d81-4568-b0f9-0bfd39956afa,New Jersey,INV025,172435,5/19/2022,3,silver
2e07846c-35f1-4a15-9278-ddd8d49e932a,Nebraska,FIN017,603610,3/17/2022,2,employee
1bbbd71b-1170-4f4d-8b20-87e32162e044,Delaware,INS06,329858,4/9/2023,10,employee
78f08b3a-a5cd-4fb0-96e3-4fd3c4db4ae9,Florida,FIN013,238997,6/30/2022,8,gold
5e63eaef-81c3-47b4-a939-7810c57e8601,Missouri,INS012,1047080,2/21/2023,3,employee
02e520d6-bdf7-460a-a74c-effaf490af2e,Illinois,INS08,384410,4/21/2022,3,silver
dec2762b-0505-4101-9867-94a4b2cfa328,Texas,FIN014,694202,9/6/2022,6,silver
6cda2c5c-e770-4c1c-b2c0-5e299ad6a982,Colorado,INS09,495963,7/22/2022,4,platinum
1185b27a-c7af-4882-a67b-23ae467fd8f5,Ohio,FIN016,1030840,10/3/2022,4,bronze
7137df4b-bac4-4196-bce8-7c56a24a103d,Illinois,FIN014,299712,3/4/2022,10,platinum
2fae9116-896d-46f3-8337-b57d8e149e66,Georgia,INS07,891229,9/13/2022,4,bronze
f611af7b-c099-45e5-b074-d5d79a800779,Ohio,INS011,736133,2/7/2022,7,platinum
fc325493-6b78-4929-97a7-4a32c7be9e27,Delaware,FIN017,947714,7/25/2023,4,gold
253a42e8-ef15-4b94-9e29-cedd5fe6888c,California,INV021,1188306,8/3/2022,6,platinum
2942b270-645d-409a-997b-ed3c0da4e7a1,Michigan,INS05,1481107,1/18/2022,4,gold
b088b435-1a9d-4e1e-ae0f-48476d0c060b,District of Columbia,FIN019,958760,2/21/2023,9,bronze
25c9a169-c9d8-4726-b660-01e2b1d875e1,Colorado,FIN014,1033465,10/14/2022,1,platinum
87eb9c2a-ddf3-4784-ab6d-9fbd74d886fe,Kentucky,INV021,750231,2/9/2022,1,silver
fad47a66-8cb7-45d0-8db5-14cf1eae1269,Illinois,INS08,512849,1/25/2023,4,bronze
4dd32460-36ee-4570-a053-a720933b7172,Iowa,INV020,534108,1/17/2023,3,employee
d169e495-243b-4d94-8254-8b3c9b0e6d29,Texas,FIN018,894077,5/24/2022,2,gold
617cd600-4dc4-4861-a05c-79efd0544520,Colorado,INS07,1250236,12/19/2022,9,gold
f4a1f80d-039c-48f1-ad3d-ce8bce8553c2,California,INS07,1084807,4/13/2022,9,gold
069c6ceb-5c10-4e49-a73a-e5bd8526e2ee,Minnesota,INV021,926260,12/3/2022,4,employee
a80a92e3-5be5-47d6-8789-4af1d50574ff,Florida,INS02,341327,6/12/2023,3,bronze
ae8a52af-3426-4271-9fcf-e7dea5ec5350,California,INS010,136094,9/4/2022,2,employee
52a162a7-8877-4301-90d5-50403d517961,West Virginia,INV021,268969,1/7/2023,9,employee
31563a6d-8719-40cd-b8ab-856e095144a5,Kansas,FIN015,1416303,3/29/2023,3,employee
d636eff3-9a7c-4a3f-a8c5-cf15799e46d4,New York,FIN017,627960,2/13/2022,4,platinum
31054738-df86-4c68-96e7-ba95e623f9f4,Georgia,INV024,609843,9/26/2022,7,platinum
cdd982cc-61a6-4520-9091-327f942f591e,Colorado,INS02,27418,12/6/2022,10,bronze
29e173ea-d56f-4b9e-a111-f06a569bcd1e,New York,INS02,745303,10/10/2022,4,platinum
ea16b926-6f30-461a-85f8-9f94313355b6,Pennsylvania,INV022,715343,9/16/2022,10,employee
f5b0c9a3-d9e2-4d8b-ade3-9eb46eb1bc52,Louisiana,INS012,685101,7/14/2023,10,bronze
bd8e6bb1-9233-487a-b992-e34072efefd6,Illinois,INV023,914261,10/14/2022,9,employee
65e8028f-8071-4e18-8b77-e0ec22c081f6,West Virginia,FIN017,570555,2/26/2022,2,employee
ca5ee21f-a466-40de-ab6d-26612ec7574a,Oregon,INS010,501306,8/30/2023,6,silver
b645e959-78f2-4356-8c01-57a95dec6474,Iowa,INV022,656141,3/14/2022,1,employee
3e56a962-474f-410b-8f57-7a7aec54ee15,Vermont,INS04,532039,12/26/2022,8,platinum
a6fc8f93-2eee-405a-bf9d-a112b42b74f0,California,FIN014,861593,8/14/2023,1,employee
63373597-0da5-455c-bb19-21b899f33339,Louisiana,FIN015,651195,4/26/2022,9,silver
2221f055-80a2-4e9b-8bee-c13774c1b4b8,District of Columbia,FIN015,78323,3/30/2023,6,employee
cde39e3b-1562-418b-9a6b-8059a08d62f6,California,INS010,280217,4/27/2022,7,platinum
e8aea48d-0349-4088-8386-0ef6b77cb7d7,California,INS05,248918,8/6/2022,2,bronze
1cc6bd04-ead9-452e-903f-dec9cfc7dfeb,California,INS012,1164127,2/6/2022,2,bronze
534fe7a2-a0e2-41cc-af06-654d5e01bc57,Arkansas,INS02,1270361,10/5/2022,5,silver
0a641385-700a-458e-a00a-eafba6ddfb13,California,FIN013,265644,7/19/2023,2,employee
4900fc3b-a5ec-4853-9343-c8386c08f477,Alabama,INS012,1147526,4/22/2023,10,gold
a279a3ca-e364-405e-b8b6-fedd75f8960c,Pennsylvania,INS06,1420103,8/5/2022,4,bronze
ce910e88-af30-4110-877a-860e7146201b,California,INS04,491761,2/5/2023,8,employee
e19767e5-8804-421c-93f9-b7cef13b7162,Virginia,INV020,1123378,4/1/2023,1,platinum
45fe4904-f147-43f6-bd67-f9546fe96082,Florida,INS08,191954,8/24/2022,6,silver
2a921bde-3a1f-48c8-b427-2a1b81591211,California,INS010,83016,8/10/2022,1,silver
125a8876-9b36-4b85-93e3-985d779ac1cf,Indiana,INV022,107501,2/28/2022,2,silver
2b251757-cab5-4b0e-b652-1d7318007f3b,Arizona,FIN014,1001458,2/18/2022,8,gold
bcbd08d8-f189-427b-9e62-b89d3d6c5ee2,California,FIN017,852438,8/25/2022,4,employee
3b18a99d-a0c4-47ca-a08c-af64f209183d,California,INS02,841553,3/7/2022,5,silver
a12f10f2-54ff-4a51-a7b3-166d7d5929cf,Wisconsin,INS010,636443,12/29/2022,8,silver
cc6d2e2f-4c10-4f97-b8f6-1e1f5fe8c8e0,Texas,INS06,1031044,3/23/2022,2,silver
654aa81c-17e9-4b14-a4d5-5b607c8b6c02,California,INS04,1212959,6/5/2022,5,platinum
ee307e89-fc30-48e3-ae14-90e007e65805,Maryland,INV023,421091,8/13/2022,10,platinum
0924657f-e836-4ed6-9857-d927531d0109,Colorado,INS09,1130381,4/2/2022,6,gold
61f37cd8-0c29-4752-b903-642b26f89226,Alabama,INS012,574629,3/26/2022,5,gold
c43be05c-19b5-48d1-801f-357243c69a8f,Florida,INS04,314692,3/13/2022,2,bronze
07ad70de-dad9-4d3e-9a9b-d6b1b71460b6,Texas,INS011,1344213,1/8/2023,1,platinum
4c773e52-4e8a-4463-9fda-64a20fa884b2,Ohio,INV021,512736,5/9/2022,8,gold
bba39713-bf19-41d2-abe6-77e4c63c27ba,Florida,INS012,1339723,1/16/2022,7,platinum
18e00a43-34b8-452d-894d-31a53a9a5acc,Utah,FIN015,1473823,4/14/2023,6,platinum
dd09f78c-d953-4f94-83c3-fbfdab57c64d,Florida,INS07,238490,2/15/2022,2,silver
1f5640de-3d75-4603-bd49-c5be08c5567e,North Carolina,FIN015,1486658,7/12/2023,3,bronze
3d50cc01-f7b7-4df4-8447-d1abb0896322,Ohio,INS02,1232562,3/20/2022,4,gold
4722a26c-d1be-4ba7-a8ea-178be88b13ca,Florida,INS07,1025677,4/26/2023,9,gold
38f11ba0-da9c-493c-abd8-a6ef69988259,Texas,FIN015,1231451,5/4/2022,3,employee
66e1c710-9326-4c4c-9338-e1e65ecd6809,California,INV024,316121,3/31/2022,9,silver
041ad7c2-1c0c-464e-8c72-414b7fcc8ae9,Texas,FIN016,1213093,6/7/2022,5,bronze
124762a1-806a-4742-a538-992cce83e345,Texas,INV023,836616,7/3/2023,5,platinum
456b016a-1ea7-43a8-82b3-3a23ac5cca59,District of Columbia,INV021,1104838,6/4/2022,8,silver
e67fbaab-f24b-4fe2-910d-196aea2bf57c,New Mexico,FIN017,890311,3/24/2023,8,platinum
728fc7f7-2217-4c2c-9e4f-48857be7cfd7,Virginia,INS07,850851,3/27/2023,1,employee
888eb4ea-7fa3-407e-a074-5abfb4e4b8ff,Minnesota,INS011,40882,2/16/2022,7,gold
c9448ebc-ac19-4559-9b8c-5d27f1d94f65,Nevada,FIN016,1150813,2/3/2023,2,gold
47cba71c-7dbf-4c51-9811-6f52d02eebf5,New York,INS09,296835,9/5/2022,9,employee
6d05d930-c178-49ed-9690-e5b3e44c05dd,Minnesota,FIN013,1445420,1/12/2022,2,bronze
9666d2c1-4d16-4f3d-b367-334b4009b5c6,Nebraska,INS011,325883,3/24/2023,10,gold
61ace923-25a7-4662-9718-9462909bc087,Minnesota,INV024,658149,5/19/2023,5,gold
0e1fdc4f-95ec-4277-91b7-77d68fdef283,Ohio,INS010,390856,2/15/2023,3,employee
1abbe9c7-7915-405e-9d69-a202a4d7cdfb,Pennsylvania,FIN013,37606,2/21/2022,9,employee
bdd8f829-f6d7-4bbb-b690-e079bfb00402,California,INV020,58781,3/22/2023,3,silver
e4b1b17e-8a81-4807-8c00-d99d7d6e961b,Florida,INS03,45219,5/27/2023,3,bronze
cd6cda57-f012-4bd9-9613-bb46a022726f,Michigan,INV024,1394468,4/20/2022,10,bronze
d18cff5f-bd5f-49cc-88d3-f94c6299c022,Michigan,INS012,394391,4/11/2023,9,employee
89b8bd10-0831-4988-8cf5-6e8dccff50e5,Illinois,FIN016,1201738,1/17/2023,9,bronze
23f2ec15-079e-46b7-8fba-0c38af777542,Indiana,INS07,847937,5/30/2022,6,platinum
db11170f-c128-4593-8282-0a5263e8329d,California,INS04,1222102,2/11/2022,6,platinum
744821e2-a534-453d-9d1a-45fa071b1c33,New York,INS011,651316,7/27/2022,10,silver
d2a22f09-360d-499c-b9e6-73a8cd46fa31,Michigan,INS011,416303,5/22/2022,3,platinum
d3e75c82-7a24-4d71-bddb-c94fc6e95028,Utah,INS04,1459462,7/16/2023,8,silver
b8324077-1b4b-43b6-a613-9791f6c310e0,West Virginia,FIN016,152612,4/20/2022,7,gold
93d27122-db95-4276-a916-6d9d3f537960,Pennsylvania,INS03,1448231,5/30/2022,1,employee
e4a348e0-f48f-44d4-8d5b-24b723b94f20,Florida,FIN014,895706,6/3/2023,7,silver
3dc66eac-3f92-4d86-9360-6c268034da9b,Texas,FIN013,496892,12/1/2022,2,silver
5213cb24-bf30-4ba9-82aa-2c842b2743ee,North Carolina,INV020,512572,8/12/2022,10,bronze
2849af71-8031-4a3c-bf23-b0301c80fa31,Florida,INS02,523670,7/13/2022,7,employee
9d4b0afa-4f81-4f3e-a3e6-db05c2aac237,Minnesota,INV025,952647,7/30/2022,8,bronze
5cc150f2-3725-47a7-ae7c-e7021c0c8e83,Iowa,INV023,958867,1/13/2023,5,bronze
887a1378-05bb-42a9-afa0-63e30a71a87e,Texas,FIN018,1104207,2/12/2022,4,platinum
6c0a76e7-5ac4-4861-9444-8ecab9941c7b,Colorado,FIN019,222335,6/6/2023,4,employee
425e52c6-d662-4bdf-a7ae-7367f0a20acf,Illinois,INS07,550934,10/29/2022,9,platinum
59f15bd7-fc20-4cf6-ac56-385c38770bca,Texas,INS06,4195,7/23/2023,9,bronze
6a2256d1-3330-431d-aa54-80a6f4b22e4a,North Carolina,INS03,304466,2/13/2022,6,silver
d492fa0f-a095-4917-a6d9-5e27eabf8a54,New York,FIN016,339434,9/10/2022,5,gold
8e07125d-a46d-4cd9-930c-8e4cf08b2909,South Carolina,INS011,1226559,7/23/2022,7,gold
d4592c57-3ee2-489f-9191-97853bf226cf,California,INS08,171362,11/17/2022,4,employee
2207b967-4ca5-4c35-93d6-50c294f2fcdf,Washington,INV022,134460,1/11/2023,10,silver
538496c0-75a3-490f-939a-6964b37f2ec1,Georgia,FIN014,811018,6/8/2023,3,bronze
bde6931b-2db5-40f7-9a4d-23ed401a56df,Oklahoma,FIN014,1171745,5/9/2022,5,silver
db72154c-9603-4d6a-a9b1-e912d7bbc998,Texas,INS02,990301,5/21/2022,9,platinum
d210b18d-2900-4615-b48e-767205e4d711,Massachusetts,INV021,485611,3/16/2023,9,silver
1f4ac989-7845-49be-9ac0-1cb060248b9e,Pennsylvania,FIN013,973198,11/14/2022,8,employee
f33fc14d-1642-4cf8-acf7-3ea262e946c4,Florida,INV023,48079,3/21/2022,4,platinum
24571cde-a350-46c5-b284-e570502e5812,Wisconsin,FIN014,100343,1/10/2022,10,silver
717b2086-bfb4-4326-b703-c970aaf43948,Georgia,INS07,406145,3/3/2022,2,platinum
f375588c-2504-4a10-9554-10b03a447723,Texas,INS05,34682,9/14/2022,10,bronze
83e4ccdb-d8f4-40c1-b4c0-e6cb179cedb0,Michigan,FIN013,1149381,2/15/2022,9,employee
e68bedb6-5c88-4f6b-9f19-055bcc95dd91,Washington,INS05,769431,3/25/2023,1,bronze
b6ab2eb1-6e29-4f86-a951-808509464ead,Florida,INS08,971348,9/2/2022,4,gold
ff1a0188-75bb-4763-91ac-63099c98b0f4,California,INS010,852083,7/6/2023,4,platinum
dadcba95-cf2f-4f9a-9285-d37000826892,Texas,INV024,582160,3/27/2022,2,silver
1396a880-b80c-4f7d-b6f9-e215fedd5383,New York,INS06,1317462,1/31/2023,8,platinum
d99f3490-c787-45ce-813d-a5533d7d5886,North Carolina,INS04,334798,12/15/2022,3,silver
64a48656-c857-4b90-bd91-f91c43220555,California,FIN017,773559,7/8/2022,4,bronze
f75ca21d-f152-4f13-9dda-b2f49e93e4a5,New York,INS03,839875,9/25/2022,5,bronze
b4aa1b43-e477-415a-bd43-aebf04082892,Florida,INS05,1323903,1/27/2022,4,platinum
f1ec3bff-d6ec-4f0c-a2e3-05226e0b5074,Alabama,INS03,619517,3/23/2023,5,platinum
6fd3486e-ec02-4a97-82e7-4bd9f4c892d4,Tennessee,FIN013,356908,2/27/2023,6,silver
7e919721-add9-420d-87b5-4f9f47e39f9c,Arizona,INS02,210257,7/12/2022,5,silver
c954a880-118d-4ee2-97a4-bad3dbbcec0c,Iowa,INV021,300229,5/31/2023,4,employee
537d8179-7bf6-4949-9904-5d20846e32af,Oklahoma,INV023,1230719,10/6/2022,6,gold
56e8ca6d-1960-414e-8d08-7406695f0a51,Minnesota,FIN014,173054,2/28/2023,6,platinum
9b84e352-b196-4662-8925-def54cfa0ad9,Louisiana,FIN019,149043,7/17/2023,5,employee
ece6484d-ffa7-47c2-96d1-467de9a249b1,Hawaii,INS02,1324776,5/2/2022,1,platinum
6bfbe2f5-d41f-4de1-a0d9-e611e41a475c,Alabama,INV021,806727,4/12/2022,4,gold
5820feb4-c152-4b21-8194-4cef0b132706,Texas,FIN018,1179666,6/13/2023,7,platinum
e792eb26-2ba0-4236-b428-a6d4ecdcb24c,Maryland,INS012,1170980,8/26/2022,10,bronze
efe2b4e8-316a-4e92-95bd-dd41f3d96a35,California,INV024,690757,8/24/2022,2,platinum
06e39049-bb8c-4f67-95cf-d505b6b59797,California,INS011,326386,7/7/2023,1,bronze
72231d42-084e-4af5-ab15-31063f275c8c,Florida,INS07,1069235,1/4/2022,4,silver
5ad197c7-b1f7-4c20-9b7b-0b3e1c04b45e,Colorado,INV022,1314923,7/19/2022,7,platinum
c80f60e2-902d-402d-9ede-ee7ca19b49ab,New Jersey,FIN013,1265719,1/6/2023,9,silver
ed79fcc3-63e7-47e5-9d80-0b108068f8ce,Ohio,INV022,172923,6/5/2022,8,employee
21f647f3-bde0-4a34-ba03-214ad4b5b686,Arkansas,INV024,853999,6/3/2022,6,employee
5a40102a-ffe8-4c50-af23-b5afecee13ba,California,INS04,913828,6/3/2022,3,bronze
ba5d5275-e6eb-4329-87ed-6d88d9dfc111,Virginia,INV025,908170,4/1/2022,5,employee
9e97a5b5-e203-4bb1-bf64-650a98775fb6,Virginia,FIN015,245766,6/10/2022,2,employee
bbcc04f2-0282-4832-85b6-9fed0e0489e5,Texas,INS03,243254,7/19/2022,2,bronze
5aa0db3c-d732-4d92-8431-ac97be332d3b,Oklahoma,FIN013,377214,7/23/2023,1,employee
9b309449-0290-4947-acd6-662bb58a7f20,Indiana,INS010,294129,3/4/2023,1,gold
a1c1420d-c88d-4d50-9761-dc05a3790aea,North Carolina,INS09,1165337,5/11/2022,5,platinum
787f3fce-d983-4579-80f0-1dfba4254b11,Louisiana,INS03,1403111,8/22/2023,5,platinum
42e3bbf9-9788-44e5-b59c-4cc53fbb22b8,Texas,INV020,503608,2/1/2023,8,gold
8e485a76-8b8b-4d0c-b090-8d8a4382c24a,Virginia,FIN017,811034,6/13/2023,1,platinum
60d680b5-02d9-4da9-8cf0-ab7203ca3bc6,California,INV020,5249,12/13/2022,7,silver
25a9943b-d393-402f-945c-bfa5afb3d377,Pennsylvania,INS011,1012822,11/29/2022,5,bronze
1dbb396a-ae2d-4e91-be9b-5711b7e60f7f,Tennessee,INV020,1479738,11/13/2022,10,bronze
dc7a16e3-f99e-4e31-b758-30733f0c4b3d,Pennsylvania,INV022,112058,7/8/2023,3,bronze
a9a1854f-677d-438d-befd-e75b844bee38,Kansas,INS04,237655,1/20/2023,10,employee
81f26ba3-36f6-4c6d-9798-06425b06a7d1,Michigan,FIN015,1363367,6/16/2022,7,gold
026611f7-c6e3-4178-8f0e-45128c8bb4dc,Ohio,INS011,411347,6/10/2023,8,silver
2dba6bfc-6cd7-449b-b9f0-01d47f9159ee,New York,INS012,1317333,7/16/2023,4,bronze
6913b9ad-475a-44da-bfc1-a53dfed0c491,Delaware,INV021,519041,9/11/2022,9,employee
db08acd2-cb69-4f4a-ad81-7f2d1e40b848,North Carolina,INV024,988704,12/22/2022,5,platinum
e93a9585-5680-4d59-9c0d-868c97b3a1d0,Michigan,FIN019,1475980,8/25/2022,7,silver
ac363d17-4c11-42ed-8110-c0c6003ece56,California,INS02,406693,11/17/2022,7,silver
fb20d534-b711-497c-82a6-2037de037e13,Louisiana,INV025,1033266,1/8/2022,8,platinum
aba92a66-4946-40d6-b87e-fd610b3808dd,Iowa,INV023,643509,2/9/2022,6,bronze
2027d498-dde7-4504-b075-50ef534c6d2f,Missouri,INS07,220496,7/31/2023,2,gold
63dfc7a3-0b05-419f-86e0-c34937b688cb,Virginia,INV025,1049186,12/1/2022,6,employee
e9d58bfa-21d3-4752-9f4d-f08ccc4a63a0,Delaware,FIN016,550218,4/14/2023,9,silver
33ff1f28-0941-430f-b6d7-ecb7a28f2502,Indiana,INV021,1247844,10/24/2022,7,silver
8c029066-5cef-4d8f-99a4-cd67c0f17410,Texas,INV022,533445,3/2/2022,7,gold
